DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13200,6705.83,1.0,6705.805,6702.45,80.48,39234.43,272.1,272.1,0.025,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13300,6705.83,1.0,6706.465,6702.45,81.14,39552.57,272.1,272.1,0.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13400,6705.83,1.0,6706.465,6702.45,81.68,39815.56,272.1,272.1,0.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13500,6705.83,1.0,6706.07,6702.45,82.34,40138.68,272.1,272.1,0.24,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13600,6705.83,1.0,6706.07,6702.45,82.94,40431.41,272.1,272.1,0.24,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13700,6705.83,1.0,6705.74,6702.45,83.51,40706.75,272.1,272.1,0.09,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13800,6705.83,1.0,6705.875,6702.45,84.15,41025.58,272.1,272.1,0.225,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,13900,6705.83,1.0,6705.66,6702.45,84.72,41301.7,272.1,272.1,0.17,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14000,6705.83,1.0,6705.66,6702.45,85.35,41602.08,272.1,272.1,0.17,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14100,6705.83,1.0,6705.83,6702.45,85.97,41906.7,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14200,6705.83,1.0,6705.66,6702.45,86.54,42188.45,272.1,272.1,0.17,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14300,6705.83,1.0,6705.4,6702.45,87.14,42486.0,272.1,272.1,0.43,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14400,6705.83,1.0,6705.59,6702.45,87.78,42794.63,272.1,272.1,0.28,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14500,6705.83,1.0,6705.605,6702.45,88.41,43108.61,272.1,272.1,0.225,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14600,6705.83,1.0,6705.77,6702.45,88.97,43373.92,272.1,272.1,0.39,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14700,6705.83,1.0,6705.995,6702.45,89.65,43704.15,272.1,272.1,0.165,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14800,6705.83,1.0,6705.89,6702.45,90.22,43982.08,272.1,272.1,0.46,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,14900,6705.83,1.0,6705.89,6702.45,90.8,44262.92,272.1,272.1,0.46,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15000,6705.83,1.0,6705.83,6702.45,91.43,44569.45,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15100,6705.83,1.0,6705.48,6702.45,92.03,44863.9,272.1,272.1,0.35,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15200,6705.83,1.0,6706.035,6702.45,92.64,45165.23,272.1,272.1,0.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15300,6705.83,1.0,6706.035,6702.45,93.23,45452.52,272.1,272.1,0.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15400,6705.83,1.0,6705.92,6702.45,93.8,45729.62,272.1,272.1,0.44,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15500,6705.83,1.0,6706.095,6702.45,94.48,46063.46,272.1,272.1,0.265,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15600,6705.83,1.0,6705.83,6702.45,94.94,46289.38,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15700,6705.83,1.0,6705.585,6702.45,95.62,46621.92,272.1,272.1,0.245,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15800,6705.83,1.0,6705.245,6702.45,96.25,46921.83,272.1,272.1,0.585,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,15900,6705.83,1.0,6705.425,6702.45,96.8,47193.73,272.1,272.1,0.405,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16000,6705.83,1.0,6705.83,6702.45,97.47,47520.08,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16100,6705.83,1.0,6705.83,6702.45,98.04,47792.36,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16200,6705.83,1.0,6705.905,6702.45,98.63,48074.72,272.1,272.1,0.075,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16300,6705.83,1.0,6705.905,6702.45,99.25,48379.53,272.1,272.1,0.075,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16400,6705.83,1.0,6706.28,6702.45,99.92,48704.98,272.1,272.1,0.45,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16500,6705.83,1.0,6706.28,6702.45,100.43,48953.43,272.1,272.1,0.45,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16600,6705.83,1.0,6705.845,6702.45,101.08,49272.2,272.1,272.1,0.445,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16700,6705.83,1.0,6705.89,6702.45,101.72,49581.69,272.1,272.1,0.49,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16800,6705.83,1.0,6706.105,6702.45,102.28,49855.07,272.1,272.1,0.275,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,16900,6705.83,1.0,6705.83,6702.45,102.95,50182.89,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17000,6705.83,1.0,6705.83,6702.45,103.5,50450.76,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17100,6705.83,1.0,6705.83,6702.45,104.12,50753.18,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17200,6705.83,1.0,6705.83,6702.45,104.76,51063.42,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17300,6705.83,1.0,6705.88,6702.45,105.35,51348.87,272.1,272.1,0.05,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17400,6705.83,1.0,6705.88,6702.45,105.92,51632.34,272.1,272.1,0.05,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17500,6705.83,1.0,6705.855,6702.45,106.53,51932.83,272.1,272.1,0.065,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17600,6705.83,1.0,6705.875,6702.45,107.16,52240.76,272.1,272.1,0.045,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17700,6705.83,1.0,6706.155,6702.45,107.73,52518.27,272.1,272.1,0.325,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17800,6705.83,1.0,6705.905,6702.45,108.35,52817.19,272.1,272.1,0.575,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,17900,6705.83,1.0,6705.85,6702.45,108.98,53122.92,272.1,272.1,0.1,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18000,6705.83,1.0,6706.175,6702.45,109.54,53397.12,272.1,272.1,0.345,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18100,6705.83,1.0,6706.02,6702.45,110.19,53713.16,272.1,272.1,0.23,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18200,6705.83,1.0,6706.095,6702.45,110.78,54003.6,272.1,272.1,0.265,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18300,6705.83,1.0,6705.795,6702.45,111.35,54286.83,272.1,272.1,0.145,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18400,6705.83,1.0,6705.72,6702.45,112.0,54600.47,272.1,272.1,0.11,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18500,6705.83,1.0,6706.05,6702.45,112.59,54884.8,272.1,272.1,0.22,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18600,6705.83,1.0,6705.405,6702.45,113.2,55182.66,272.1,272.1,0.425,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18700,6705.83,1.0,6705.255,6702.45,113.84,55496.2,272.1,272.1,0.575,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18800,6705.83,1.0,6705.755,6702.45,114.39,55763.54,272.1,272.1,0.075,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,18900,6705.83,1.0,6706.105,6702.45,115.08,56089.83,272.1,272.1,0.425,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19000,6705.83,1.0,6705.83,6702.45,115.63,56359.7,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19100,6705.83,1.0,6705.83,6702.45,116.28,56684.18,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19200,6705.83,1.0,6705.995,6702.45,116.84,56953.13,272.1,272.1,0.165,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19300,6705.83,1.0,6705.995,6702.45,117.47,57261.49,272.1,272.1,0.165,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19400,6705.83,1.0,6705.77,6702.45,118.04,57537.09,272.1,272.1,0.06,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19500,6705.83,1.0,6705.73,6702.45,118.7,57864.46,272.1,272.1,0.1,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19600,6705.83,1.0,6705.93,6702.45,119.33,58160.25,272.1,272.1,0.1,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19700,6705.83,1.0,6705.84,6702.45,119.89,58425.64,272.1,272.1,0.01,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19800,6705.83,1.0,6705.785,6702.45,120.55,58749.06,272.1,272.1,0.045,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,19900,6705.83,1.0,6705.775,6702.45,121.09,59016.12,272.1,272.1,0.055,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20000,6705.83,1.0,6705.82,6702.45,121.73,59337.42,272.1,272.1,0.01,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20100,6705.83,1.0,6705.98,6702.45,122.34,59629.59,272.1,272.1,0.15,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20200,6705.83,1.0,6706.135,6702.45,122.9,59895.63,272.1,272.1,0.305,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20300,6705.83,1.0,6706.135,6702.45,123.62,60249.17,272.1,272.1,0.305,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20400,6705.83,1.0,6705.625,6702.45,124.16,60516.08,272.1,272.1,0.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20500,6705.83,1.0,6705.635,6702.45,124.8,60827.02,272.1,272.1,0.195,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20600,6705.83,1.0,6705.985,6702.45,125.38,61112.18,272.1,272.1,0.545,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20700,6705.83,1.0,6705.88,6702.45,126.01,61420.08,272.1,272.1,0.05,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20800,6705.83,1.0,6705.88,6702.45,126.61,61712.33,272.1,272.1,0.05,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,20900,6705.83,1.0,6705.745,6702.45,127.2,61996.93,272.1,272.1,0.185,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21000,6705.83,1.0,6705.88,6702.45,127.8,62285.73,272.1,272.1,0.05,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21100,6705.83,1.0,6705.74,6702.45,128.41,62588.36,272.1,272.1,0.09,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21200,6705.83,1.0,6705.83,6702.45,129.0,62880.02,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21300,6705.83,1.0,6706.26,6702.45,129.64,63189.05,272.1,272.1,0.43,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21400,6705.83,1.0,6705.875,6702.45,130.21,63466.31,272.1,272.1,0.535,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21500,6705.83,1.0,6705.84,6702.45,130.85,63778.63,272.1,272.1,0.5,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21600,6705.83,1.0,6705.71,6702.45,131.42,64056.22,272.1,272.1,0.12,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21700,6705.83,1.0,6705.935,6702.45,132.03,64357.35,272.1,272.1,0.345,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21800,6705.83,1.0,6705.97,6702.45,132.65,64657.79,272.1,272.1,0.14,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,21900,6705.83,1.0,6705.865,6702.45,133.19,64917.52,272.1,272.1,0.035,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22000,6705.83,1.0,6705.66,6702.45,133.91,65269.19,272.1,272.1,0.17,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22100,6705.83,1.0,6705.83,6702.45,134.5,65554.11,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22200,6705.83,1.0,6705.665,6702.45,135.07,65830.35,272.1,272.1,0.265,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22300,6705.83,1.0,6705.615,6702.45,135.76,66167.45,272.1,272.1,0.215,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22400,6705.83,1.0,6705.625,6702.45,136.36,66458.47,272.1,272.1,0.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22500,6705.83,1.0,6705.625,6702.45,136.93,66736.25,272.1,272.1,0.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22600,6705.83,1.0,6705.66,6702.45,137.51,67020.42,272.1,272.1,0.17,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22700,6705.83,1.0,6705.335,6702.45,138.23,67364.97,272.1,272.1,0.495,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22800,6705.83,1.0,6705.505,6702.45,138.73,67610.54,272.1,272.1,0.325,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,22900,6705.83,1.0,6706.18,6702.45,139.41,67943.87,272.1,272.1,0.35,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23000,6705.83,1.0,6706.265,6702.45,139.99,68228.26,272.1,272.1,0.435,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23100,6705.83,1.0,6706.265,6702.45,140.59,68518.12,272.1,272.1,0.435,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23200,6705.83,1.0,6705.875,6702.45,141.23,68825.45,272.1,272.1,0.045,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23300,6705.83,1.0,6705.795,6702.45,141.8,69106.01,272.1,272.1,0.035,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23400,6705.83,1.0,6706.11,6702.45,142.4,69399.26,272.1,272.1,0.42,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23500,6705.83,1.0,6706.365,6702.45,143.03,69712.23,272.1,272.1,0.535,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23600,6705.83,1.0,6706.015,6702.45,143.61,69987.88,272.1,272.1,0.185,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23700,6705.83,1.0,6705.83,6702.45,144.25,70294.67,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23800,6705.83,1.0,6705.81,6702.45,144.9,70611.72,272.1,272.1,0.02,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,23900,6705.83,1.0,6705.74,6702.45,145.44,70884.2,272.1,272.1,0.09,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24000,6705.83,1.0,6705.74,6702.45,146.03,71168.54,272.1,272.1,0.09,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24100,6705.83,1.0,6705.505,6702.45,146.71,71501.58,272.1,272.1,0.325,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24200,6705.83,1.0,6705.83,6702.45,147.27,71771.82,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24300,6705.83,1.0,6705.725,6702.45,147.87,72063.48,272.1,272.1,0.105,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24400,6705.83,1.0,6705.665,6702.45,148.52,72380.28,272.1,272.1,0.165,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24500,6705.83,1.0,6705.665,6702.45,149.09,72656.42,272.1,272.1,0.165,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24600,6705.83,1.0,6705.95,6702.45,149.65,72929.99,272.1,272.1,0.15,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24700,6705.83,1.0,6705.92,6702.45,150.37,73281.11,272.1,272.1,0.12,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24800,6705.83,1.0,6705.76,6702.45,150.91,73547.28,272.1,272.1,0.28,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,24900,6705.83,1.0,6705.655,6702.45,151.51,73835.94,272.1,272.1,0.175,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25000,6705.83,1.0,6706.185,6702.45,152.13,74137.76,272.1,272.1,0.355,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25100,6705.83,1.0,6706.185,6702.45,152.72,74423.38,272.1,272.1,0.355,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25200,6705.83,1.0,6705.8,6702.45,153.38,74746.26,272.1,272.1,0.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25300,6705.83,1.0,6706.18,6702.45,153.94,75013.35,272.1,272.1,0.35,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25400,6705.83,1.0,6705.825,6702.45,154.63,75354.76,272.1,272.1,0.005,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25500,6705.83,1.0,6705.825,6702.45,155.12,75593.94,272.1,272.1,0.005,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25600,6705.83,1.0,6706.04,6702.45,155.83,75938.6,272.1,272.1,0.48,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25700,6705.83,1.0,6705.64,6702.45,156.4,76213.07,272.1,272.1,0.88,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25800,6705.83,1.0,6704.965,6702.45,156.97,76493.29,272.1,272.1,0.865,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,25900,6705.83,1.0,6705.315,6702.45,157.67,76827.31,272.1,272.1,0.515,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26000,6705.83,1.0,6705.83,6702.45,158.21,77090.04,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26100,6705.83,1.0,6705.475,6702.45,158.86,77409.91,272.1,272.1,0.355,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26200,6705.83,1.0,6705.475,6702.45,159.43,77686.89,272.1,272.1,0.355,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26300,6705.83,1.0,6705.83,6702.45,160.09,78002.35,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26400,6705.83,1.0,6705.83,6702.45,160.7,78296.35,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26500,6705.83,1.0,6705.715,6702.45,161.31,78603.48,272.1,272.1,0.115,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26600,6705.83,1.0,6705.835,6702.45,161.89,78886.4,272.1,272.1,0.235,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26700,6705.83,1.0,6705.875,6702.45,162.46,79160.58,272.1,272.1,0.195,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26800,6705.83,1.0,6706.09,6702.45,163.13,79480.67,272.1,272.1,0.41,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,26900,6705.83,1.0,6705.83,6702.45,163.71,79768.08,272.1,272.1,0.0,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,27000,6705.83,1.0,6705.695,6702.45,164.3,80057.4,272.1,272.1,0.625,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,27100,6705.83,1.0,6706.06,6702.45,164.94,80367.59,272.1,272.1,0.63,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,100.0,DSA_ASY,0.7,27200,6705.83,1.0,6706.015,6702.45,165.54,80659.89,272.1,272.1,0.185,1.0,1.0
